No,;Time;Source;Destination;;time 1;time 2;delay;delay 1;delay 2;jitter
246;8,033856;202,67,42,206;192,168,80,187;;8,033856;8,033875;1,9E-05;-0,001953;0,001972;0,003925
247;8,033875;202,67,42,206;192,168,80,187;;8,033875;8,035847;0,001972;0,000851;0,001121;0,00027
248;8,035847;202,67,42,206;192,168,80,187;;8,035847;8,036968;0,001121;0,001101;2E-05;-0,001081
249;8,036968;202,67,42,206;192,168,80,187;;8,036968;8,036988;2E-05;2E-05;0;-2E-05
250;8,036988;202,67,42,206;192,168,80,187;;8,036988;8,036988;0;-0,000237;0,000237;0,000474
251;8,036988;202,67,42,206;192,168,80,187;;8,036988;8,037225;0,000237;0,000118;0,000119;1E-06
252;8,037225;192,168,80,187;202,67,42,206;;8,037225;8,037344;0,000119;2,9E-05;9E-05;6,1E-05
253;8,037344;192,168,80,187;202,67,42,206;;8,037344;8,037434;9E-05;-0,002992;0,003082;0,006074
254;8,037434;192,168,80,187;202,67,42,206;;8,037434;8,040516;0,003082;0,003062;2E-05;-0,003042
255;8,040516;202,67,42,206;192,168,80,187;;8,040516;8,040536;2E-05;-0,000206;0,000226;0,000432
256;8,040536;202,67,42,206;192,168,80,187;;8,040536;8,040762;0,000226;0,000105;0,000121;1,6E-05
257;8,040762;192,168,80,187;202,67,42,206;;8,040762;8,040883;0,000121;-0,001107;0,001228;0,002335
258;8,040883;192,168,80,187;202,67,42,206;;8,040883;8,042111;0,001228;0,001064;0,000164;-0,0009
259;8,042111;202,67,42,206;192,168,80,187;;8,042111;8,042275;0,000164;-0,00193;0,002094;0,004024
260;8,042275;192,168,80,187;202,67,42,206;;8,042275;8,044369;0,002094;0,002094;0;-0,002094
261;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
262;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
263;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
264;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
265;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
266;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
267;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;0;0;0
268;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044369;0;-2,8E-05;2,8E-05;5,6E-05
269;8,044369;202,67,42,206;192,168,80,187;;8,044369;8,044397;2,8E-05;1,9E-05;9E-06;-1E-05
270;8,044397;202,67,42,206;192,168,80,187;;8,044397;8,044406;9E-06;-0,000572;0,000581;0,001153
271;8,044406;202,67,42,206;192,168,80,187;;8,044406;8,044987;0,000581;0,000469;0,000112;-0,000357
272;8,044987;192,168,80,187;202,67,42,206;;8,044987;8,045099;0,000112;1,9E-05;9,3E-05;7,4E-05
273;8,045099;192,168,80,187;202,67,42,206;;8,045099;8,045192;9,3E-05;-3E-06;9,6E-05;9,9E-05
274;8,045192;192,168,80,187;202,67,42,206;;8,045192;8,045288;9,6E-05;-8E-06;0,000104;0,000112
275;8,045288;192,168,80,187;202,67,42,206;;8,045288;8,045392;0,000104;2E-05;8,4E-05;6,4E-05
276;8,045392;192,168,80,187;202,67,42,206;;8,045392;8,045476;8,4E-05;-2E-06;8,6E-05;8,8E-05
277;8,045476;192,168,80,187;202,67,42,206;;8,045476;8,045562;8,6E-05;1,1E-05;7,5E-05;6,4E-05
278;8,045562;192,168,80,187;202,67,42,206;;8,045562;8,045637;7,5E-05;-0,006157;0,006232;0,012389
279;8,045637;192,168,80,187;202,67,42,206;;8,045637;8,051869;0,006232;0,006211;2,1E-05;-0,00619
280;8,051869;202,67,42,206;192,168,80,187;;8,051869;8,051890;2,1E-05;8E-06;1,3E-05;5E-06
281;8,051890;202,67,42,206;192,168,80,187;;8,051890;8,051903;1,3E-05;-1,77636E-15;1,3E-05;1,3E-05
282;8,051903;202,67,42,206;192,168,80,187;;8,051903;8,051916;1,3E-05;1,77636E-15;1,3E-05;1,3E-05
283;8,051916;202,67,42,206;192,168,80,187;;8,051916;8,051929;1,3E-05;-0,000228;0,000241;0,000469
284;8,051929;202,67,42,206;192,168,80,187;;8,051929;8,052170;0,000241;-0,000555;0,000796;0,001351
285;8,052170;192,168,80,187;202,67,42,206;;8,052170;8,052966;0,000796;0,000781;1,5E-05;-0,000766
286;8,052966;202,67,42,206;192,168,80,187;;8,052966;8,052981;1,5E-05;2E-06;1,3E-05;1,1E-05
287;8,052981;202,67,42,206;192,168,80,187;;8,052981;8,052994;1,3E-05;-0,003153;0,003166;0,006319
288;8,052994;202,67,42,206;192,168,80,187;;8,052994;8,056160;0,003166;0,002961;0,000205;-0,002756
289;8,056160;192,168,80,187;202,67,42,206;;8,056160;8,056365;0,000205;0,000104;0,000101;-3E-06
290;8,056365;192,168,80,187;202,67,42,206;;8,056365;8,056466;0,000101;9E-06;9,2E-05;8,3E-05
291;8,056466;192,168,80,187;202,67,42,206;;8,056466;8,056558;9,2E-05;1,4E-05;7,8E-05;6,4E-05
292;8,056558;192,168,80,187;202,67,42,206;;8,056558;8,056636;7,8E-05;-2E-05;9,8E-05;0,000118
293;8,056636;192,168,80,187;202,67,42,206;;8,056636;8,056734;9,8E-05;7E-06;9,1E-05;8,4E-05
294;8,056734;192,168,80,187;202,67,42,206;;8,056734;8,056825;9,1E-05;-0,11809;0,118181;0,236271
295;8,056825;192,168,80,187;202,67,42,206;;8,056825;8,175006;0,118181;0,118164;1,7E-05;-0,118147
296;8,175006;202,67,42,206;192,168,80,187;;8,175006;8,175023;1,7E-05;1E-05;7E-06;-3E-06
297;8,175023;202,67,42,206;192,168,80,187;;8,175023;8,175030;7E-06;0;7E-06;7E-06
298;8,175030;202,67,42,206;192,168,80,187;;8,175030;8,175037;7E-06;-0,000205;0,000212;0,000417
299;8,175037;202,67,42,206;192,168,80,187;;8,175037;8,175249;0,000212;0,000108;0,000104;-4E-06
300;8,175249;192,168,80,187;202,67,42,206;;8,175249;8,175353;0,000104;2,8E-05;7,6E-05;4,8E-05
301;8,175353;192,168,80,187;202,67,42,206;;8,175353;8,175429;7,6E-05;-3,7E-05;0,000113;0,00015
302;8,175429;192,168,80,187;202,67,42,206;;8,175429;8,175542;0,000113;-0,000301;0,000414;0,000715
303;8,175542;192,168,80,187;202,67,42,206;;8,175542;8,175956;0,000414;0,000402;1,2E-05;-0,00039
304;8,175956;202,67,42,206;192,168,80,187;;8,175956;8,175968;1,2E-05;2E-06;1E-05;8E-06
305;8,175968;202,67,42,206;192,168,80,187;;8,175968;8,175978;1E-05;1,77636E-15;1E-05;1E-05
306;8,175978;202,67,42,206;192,168,80,187;;8,175978;8,175988;1E-05;-0,000114;0,000124;0,000238
307;8,175988;202,67,42,206;192,168,80,187;;8,175988;8,176112;0,000124;5E-06;0,000119;0,000114
308;8,176112;192,168,80,187;202,67,42,206;;8,176112;8,176231;0,000119;4,6E-05;7,3E-05;2,7E-05
309;8,176231;192,168,80,187;202,67,42,206;;8,176231;8,176304;7,3E-05;-0,0007;0,000773;0,001473
310;8,176304;192,168,80,187;202,67,42,206;;8,176304;8,177077;0,000773;0,000761;1,2E-05;-0,000749
311;8,177077;202,67,42,206;192,168,80,187;;8,177077;8,177089;1,2E-05;2E-06;1E-05;8E-06
312;8,177089;202,67,42,206;192,168,80,187;;8,177089;8,177099;1E-05;0;1E-05;1E-05
313;8,177099;202,67,42,206;192,168,80,187;;8,177099;8,177109;1E-05;-0,000365;0,000375;0,00074
314;8,177109;202,67,42,206;192,168,80,187;;8,177109;8,177484;0,000375;0,000265;0,00011;-0,000155
315;8,177484;192,168,80,187;202,67,42,206;;8,177484;8,177594;0,00011;-0,000507;0,000617;0,001124
316;8,177594;192,168,80,187;202,67,42,206;;8,177594;8,178211;0,000617;0,000607;1E-05;-0,000597
317;8,178211;202,67,42,206;192,168,80,187;;8,178211;8,178221;1E-05;4E-06;6E-06;2E-06
318;8,178221;202,67,42,206;192,168,80,187;;8,178221;8,178227;6E-06;-1E-06;7E-06;8E-06
319;8,178227;202,67,42,206;192,168,80,187;;8,178227;8,178234;7E-06;-0,000125;0,000132;0,000257
320;8,178234;202,67,42,206;192,168,80,187;;8,178234;8,178366;0,000132;2,6E-05;0,000106;8E-05
321;8,178366;192,168,80,187;202,67,42,206;;8,178366;8,178472;0,000106;-0,000643;0,000749;0,001392
322;8,178472;192,168,80,187;202,67,42,206;;8,178472;8,179221;0,000749;0,00074;9E-06;-0,000731
323;8,179221;202,67,42,206;192,168,80,187;;8,179221;8,179230;9E-06;3E-06;6E-06;3E-06
324;8,179230;202,67,42,206;192,168,80,187;;8,179230;8,179236;6E-06;-9,4E-05;1E-04;0,000194
325;8,179236;202,67,42,206;192,168,80,187;;8,179236;8,179336;1E-04;2,7E-05;7,3E-05;4,6E-05
326;8,179336;192,168,80,187;202,67,42,206;;8,179336;8,179409;7,3E-05;-3,3E-05;0,000106;0,000139
327;8,179409;192,168,80,187;202,67,42,206;;8,179409;8,179515;0,000106;-0,003847;0,003953;0,0078
328;8,179515;192,168,80,187;202,67,42,206;;8,179515;8,183468;0,003953;0,003945;8E-06;-0,003937
329;8,183468;202,67,42,206;192,168,80,187;;8,183468;8,183476;8E-06;2E-06;6E-06;4E-06
330;8,183476;202,67,42,206;192,168,80,187;;8,183476;8,183482;6E-06;-1,77636E-15;6E-06;6E-06
331;8,183482;202,67,42,206;192,168,80,187;;8,183482;8,183488;6E-06;-0,000102;0,000108;0,00021
332;8,183488;202,67,42,206;192,168,80,187;;8,183488;8,183596;0,000108;-1,5E-05;0,000123;0,000138
333;8,183596;192,168,80,187;202,67,42,206;;8,183596;8,183719;0,000123;-0,000743;0,000866;0,001609
334;8,183719;192,168,80,187;202,67,42,206;;8,183719;8,184585;0,000866;0,000853;1,3E-05;-0,00084
335;8,184585;202,67,42,206;192,168,80,187;;8,184585;8,184598;1,3E-05;2E-06;1,1E-05;9E-06
336;8,184598;202,67,42,206;192,168,80,187;;8,184598;8,184609;1,1E-05;-0,002343;0,002354;0,004697
337;8,184609;202,67,42,206;192,168,80,187;;8,184609;8,186963;0,002354;-0,002919;0,005273;0,008192
338;8,186963;192,168,80,187;202,67,42,206;;8,186963;8,192236;0,005273;0,005258;1,5E-05;-0,005243
339;8,192236;202,67,42,206;192,168,80,187;;8,192236;8,192251;1,5E-05;5E-06;1E-05;5E-06
340;8,192251;202,67,42,206;192,168,80,187;;8,192251;8,192261;1E-05;-1,1E-05;2,1E-05;3,2E-05
341;8,192261;202,67,42,206;192,168,80,187;;8,192261;8,192282;2,1E-05;2,1E-05;0;-2,1E-05
342;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
343;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
344;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
345;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
346;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
347;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
348;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;0;0;0
349;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192282;0;-2,5E-05;2,5E-05;5E-05
350;8,192282;202,67,42,206;192,168,80,187;;8,192282;8,192307;2,5E-05;2,5E-05;0;-2,5E-05
351;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192307;0;0;0;0
352;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192307;0;0;0;0
353;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192307;0;0;0;0
354;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192307;0;0;0;0
355;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192307;0;-0,000229;0,000229;0,000458
356;8,192307;202,67,42,206;192,168,80,187;;8,192307;8,192536;0,000229;0,000112;0,000117;5E-06
357;8,192536;192,168,80,187;202,67,42,206;;8,192536;8,192653;0,000117;-9E-06;0,000126;0,000135
358;8,192653;192,168,80,187;202,67,42,206;;8,192653;8,192779;0,000126;4,9E-05;7,7E-05;2,8E-05
359;8,192779;192,168,80,187;202,67,42,206;;8,192779;8,192856;7,7E-05;1E-05;6,7E-05;5,7E-05
360;8,192856;192,168,80,187;202,67,42,206;;8,192856;8,192923;6,7E-05;-1E-05;7,7E-05;8,7E-05
361;8,192923;192,168,80,187;202,67,42,206;;8,192923;8,193000;7,7E-05;1E-05;6,7E-05;5,7E-05
362;8,193000;192,168,80,187;202,67,42,206;;8,193000;8,193067;6,7E-05;3E-06;6,4E-05;6,1E-05
363;8,193067;192,168,80,187;202,67,42,206;;8,193067;8,193131;6,4E-05;0;6,4E-05;6,4E-05
364;8,193131;192,168,80,187;202,67,42,206;;8,193131;8,193195;6,4E-05;5,5E-05;9E-06;-4,6E-05
365;8,193195;192,168,80,187;202,67,42,206;;8,193195;8,193204;9E-06;9E-06;0;-9E-06
366;8,193204;202,67,42,206;192,168,80,187;;8,193204;8,193204;0;-8E-06;8E-06;1,6E-05
367;8,193204;202,67,42,206;192,168,80,187;;8,193204;8,193212;8E-06;2E-06;6E-06;4E-06
368;8,193212;202,67,42,206;192,168,80,187;;8,193212;8,193218;6E-06;-2,6E-05;3,2E-05;5,8E-05
369;8,193218;202,67,42,206;192,168,80,187;;8,193218;8,193250;3,2E-05;-7,4E-05;0,000106;0,00018
370;8,193250;192,168,80,187;202,67,42,206;;8,193250;8,193356;0,000106;3,7E-05;6,9E-05;3,2E-05
371;8,193356;192,168,80,187;202,67,42,206;;8,193356;8,193425;6,9E-05;3E-06;6,6E-05;6,3E-05
372;8,193425;192,168,80,187;202,67,42,206;;8,193425;8,193491;6,6E-05;-4E-06;7E-05;7,4E-05
373;8,193491;192,168,80,187;202,67,42,206;;8,193491;8,193561;7E-05;-2,1E-05;9,1E-05;0,000112
374;8,193561;192,168,80,187;202,67,42,206;;8,193561;8,193652;9,1E-05;-0,002739;0,00283;0,005569
375;8,193652;192,168,80,187;202,67,42,206;;8,193652;8,196482;0,00283;0,00283;0;-0,00283
376;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
377;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
378;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
379;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
380;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
381;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
382;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
383;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;0;0;0
384;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196482;0;-3E-05;3E-05;6E-05
385;8,196482;202,67,42,206;192,168,80,187;;8,196482;8,196512;3E-05;3E-05;0;-3E-05
386;8,196512;202,67,42,206;192,168,80,187;;8,196512;8,196512;0;0;0;0
387;8,196512;202,67,42,206;192,168,80,187;;8,196512;8,196512;0;0;0;0
388;8,196512;202,67,42,206;192,168,80,187;;8,196512;8,196512;0;-0,000409;0,000409;0,000818
389;8,196512;202,67,42,206;192,168,80,187;;8,196512;8,196921;0,000409;0,000319;9E-05;-0,000229
390;8,196921;192,168,80,187;202,67,42,206;;8,196921;8,197011;9E-05;2,3E-05;6,7E-05;4,4E-05
391;8,197011;192,168,80,187;202,67,42,206;;8,197011;8,197078;6,7E-05;-1,4E-05;8,1E-05;9,5E-05
392;8,197078;192,168,80,187;202,67,42,206;;8,197078;8,197159;8,1E-05;7E-06;7,4E-05;6,7E-05
393;8,197159;192,168,80,187;202,67,42,206;;8,197159;8,197233;7,4E-05;7E-06;6,7E-05;6E-05
394;8,197233;192,168,80,187;202,67,42,206;;8,197233;8,197300;6,7E-05;1E-05;5,7E-05;4,7E-05
395;8,197300;192,168,80,187;202,67,42,206;;8,197300;8,197357;5,7E-05;-2E-05;7,7E-05;9,7E-05
396;8,197357;192,168,80,187;202,67,42,206;;8,197357;8,197434;7,7E-05;2,1E-05;5,6E-05;3,5E-05
397;8,197434;192,168,80,187;202,67,42,206;;8,197434;8,197490;5,6E-05;-3,1E-05;8,7E-05;0,000118
398;8,197490;192,168,80,187;202,67,42,206;;8,197490;8,197577;8,7E-05;8E-05;7E-06;-7,3E-05
399;8,197577;192,168,80,187;202,67,42,206;;8,197577;8,197584;7E-06;7E-06;0;-7E-06
400;8,197584;202,67,42,206;192,168,80,187;;8,197584;8,197584;0;-5E-05;5E-05;1E-04
401;8,197584;202,67,42,206;192,168,80,187;;8,197584;8,197634;5E-05;-3,1E-05;8,1E-05;0,000112
402;8,197634;192,168,80,187;202,67,42,206;;8,197634;8,197715;8,1E-05;1,4E-05;6,7E-05;5,3E-05
403;8,197715;192,168,80,187;202,67,42,206;;8,197715;8,197782;6,7E-05;-0,008658;0,008725;0,017383
404;8,197782;192,168,80,187;202,67,42,206;;8,197782;8,206507;0,008725;0,00834;0,000385;-0,007955
405;8,206507;202,67,42,206;192,168,80,187;;8,206507;8,206892;0,000385;-0,003327;0,003712;0,007039
406;8,206892;192,168,80,187;202,67,42,206;;8,206892;8,210604;0,003712;0,00247;0,001242;-0,001228
407;8,210604;202,67,42,206;192,168,80,187;;8,210604;8,211846;0,001242;0,001232;1E-05;-0,001222
408;8,211846;202,67,42,206;192,168,80,187;;8,211846;8,211856;1E-05;-9,3E-05;0,000103;0,000196
409;8,211856;202,67,42,206;192,168,80,187;;8,211856;8,211959;0,000103;2,4E-05;7,9E-05;5,5E-05
410;8,211959;192,168,80,187;202,67,42,206;;8,211959;8,212038;7,9E-05;-0,00315;0,003229;0,006379
411;8,212038;192,168,80,187;202,67,42,206;;8,212038;8,215267;0,003229;0,003229;0;-0,003229
412;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
413;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
414;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
415;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
416;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
417;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
418;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
419;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
420;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
421;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
422;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
423;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
424;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
425;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
426;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
427;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
428;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
429;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
430;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
431;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
432;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
433;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
434;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
435;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
436;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
437;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
438;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
439;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
440;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
441;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
442;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
443;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
444;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
445;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
446;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
447;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
448;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
449;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
450;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;0;0;0
451;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215267;0;-6,5E-05;6,5E-05;0,00013
452;8,215267;202,67,42,206;192,168,80,187;;8,215267;8,215332;6,5E-05;5,8E-05;7E-06;-5,1E-05
453;8,215332;202,67,42,206;192,168,80,187;;8,215332;8,215339;7E-06;-0,000582;0,000589;0,001171
454;8,215339;202,67,42,206;192,168,80,187;;8,215339;8,215928;0,000589;0,000475;0,000114;-0,000361
455;8,215928;192,168,80,187;202,67,42,206;;8,215928;8,216042;0,000114;3,7E-05;7,7E-05;4E-05
456;8,216042;192,168,80,187;202,67,42,206;;8,216042;8,216119;7,7E-05;1,4E-05;6,3E-05;4,9E-05
457;8,216119;192,168,80,187;202,67,42,206;;8,216119;8,216182;6,3E-05;4,2E-05;2,1E-05;-2,1E-05
458;8,216182;192,168,80,187;202,67,42,206;;8,216182;8,216203;2,1E-05;1,4E-05;7E-06;-7E-06
459;8,216203;202,67,42,206;192,168,80,187;;8,216203;8,216210;7E-06;-2,9E-05;3,6E-05;6,5E-05
460;8,216210;202,67,42,206;192,168,80,187;;8,216210;8,216246;3,6E-05;-3,6E-05;7,2E-05;0,000108
461;8,216246;192,168,80,187;202,67,42,206;;8,216246;8,216318;7,2E-05;-9E-06;8,1E-05;9E-05
462;8,216318;192,168,80,187;202,67,42,206;;8,216318;8,216399;8,1E-05;-1,2E-05;9,3E-05;0,000105
463;8,216399;192,168,80,187;202,67,42,206;;8,216399;8,216492;9,3E-05;2,4E-05;6,9E-05;4,5E-05
464;8,216492;192,168,80,187;202,67,42,206;;8,216492;8,216561;6,9E-05;-2,9E-05;9,8E-05;0,000127
465;8,216561;192,168,80,187;202,67,42,206;;8,216561;8,216659;9,8E-05;-5,7E-05;0,000155;0,000212
466;8,216659;192,168,80,187;202,67,42,206;;8,216659;8,216814;0,000155;5,5E-05;1E-04;4,5E-05
467;8,216814;192,168,80,187;202,67,42,206;;8,216814;8,216914;1E-04;2,3E-05;7,7E-05;5,4E-05
468;8,216914;192,168,80,187;202,67,42,206;;8,216914;8,216991;7,7E-05;-2,2E-05;9,9E-05;0,000121
469;8,216991;192,168,80,187;202,67,42,206;;8,216991;8,217090;9,9E-05;3,5E-05;6,4E-05;2,9E-05
470;8,217090;192,168,80,187;202,67,42,206;;8,217090;8,217154;6,4E-05;-2,6E-05;9E-05;0,000116
471;8,217154;192,168,80,187;202,67,42,206;;8,217154;8,217244;9E-05;-3,7E-05;0,000127;0,000164
472;8,217244;192,168,80,187;202,67,42,206;;8,217244;8,217371;0,000127;1,9E-05;0,000108;8,9E-05
473;8,217371;192,168,80,187;202,67,42,206;;8,217371;8,217479;0,000108;4,8E-05;6E-05;1,2E-05
474;8,217479;192,168,80,187;202,67,42,206;;8,217479;8,217539;6E-05;-0,000116;0,000176;0,000292
475;8,217539;192,168,80,187;202,67,42,206;;8,217539;8,217715;0,000176;5,2E-05;0,000124;7,2E-05
476;8,217715;192,168,80,187;202,67,42,206;;8,217715;8,217839;0,000124;5,1E-05;7,3E-05;2,2E-05
477;8,217839;192,168,80,187;202,67,42,206;;8,217839;8,217912;7,3E-05;-1E-04;0,000173;0,000273
478;8,217912;192,168,80,187;202,67,42,206;;8,217912;8,218085;0,000173;9,6E-05;7,7E-05;-1,9E-05
479;8,218085;192,168,80,187;202,67,42,206;;8,218085;8,218162;7,7E-05;-1,5E-05;9,2E-05;0,000107
480;8,218162;192,168,80,187;202,67,42,206;;8,218162;8,218254;9,2E-05;-4,7E-05;0,000139;0,000186
481;8,218254;192,168,80,187;202,67,42,206;;8,218254;8,218393;0,000139;-1,1E-05;0,00015;0,000161
482;8,218393;192,168,80,187;202,67,42,206;;8,218393;8,218543;0,00015;7,2E-05;7,8E-05;6E-06
483;8,218543;192,168,80,187;202,67,42,206;;8,218543;8,218621;7,8E-05;-2,3E-05;0,000101;0,000124
484;8,218621;192,168,80,187;202,67,42,206;;8,218621;8,218722;0,000101;3,8E-05;6,3E-05;2,5E-05
485;8,218722;192,168,80,187;202,67,42,206;;8,218722;8,218785;6,3E-05;-6,5E-05;0,000128;0,000193
486;8,218785;192,168,80,187;202,67,42,206;;8,218785;8,218913;0,000128;3,7E-05;9,1E-05;5,4E-05
487;8,218913;192,168,80,187;202,67,42,206;;8,218913;8,219004;9,1E-05;-2,3E-05;0,000114;0,000137
488;8,219004;192,168,80,187;202,67,42,206;;8,219004;8,219118;0,000114;2,4E-05;9E-05;6,6E-05
489;8,219118;192,168,80,187;202,67,42,206;;8,219118;8,219208;9E-05;2,7E-05;6,3E-05;3,6E-05
490;8,219208;192,168,80,187;202,67,42,206;;8,219208;8,219271;6,3E-05;-3,4E-05;9,7E-05;0,000131
491;8,219271;192,168,80,187;202,67,42,206;;8,219271;8,219368;9,7E-05;-0,001752;0,001849;0,003601
492;8,219368;192,168,80,187;202,67,42,206;;8,219368;8,221217;0,001849;0,001839;1E-05;-0,001829
493;8,221217;202,67,42,206;192,168,80,187;;8,221217;8,221227;1E-05;3E-06;7E-06;4E-06
494;8,221227;202,67,42,206;192,168,80,187;;8,221227;8,221234;7E-06;1E-06;6E-06;5E-06
495;8,221234;202,67,42,206;192,168,80,187;;8,221234;8,221240;6E-06;-5E-06;1,1E-05;1,6E-05
496;8,221240;202,67,42,206;192,168,80,187;;8,221240;8,221251;1,1E-05;1,1E-05;0;-1,1E-05
497;8,221251;202,67,42,206;192,168,80,187;;8,221251;8,221251;0;0;0;0
498;8,221251;202,67,42,206;192,168,80,187;;8,221251;8,221251;0;0;0;0
499;8,221251;202,67,42,206;192,168,80,187;;8,221251;8,221251;0;0;0;0
500;8,221251;202,67,42,206;192,168,80,187;;8,221251;8,221251;0;-1,8E-05;1,8E-05;3,6E-05
501;8,221251;202,67,42,206;192,168,80,187;;8,221251;8,221269;1,8E-05;1,8E-05;0;-1,8E-05
502;8,221269;202,67,42,206;192,168,80,187;;8,221269;8,221269;0;0;0;0
503;8,221269;202,67,42,206;192,168,80,187;;8,221269;8,221269;0;0;0;0
